cv.TM_CCOEFF_NORMED
name,min_val,max_val
im0,-0.8336548805236816,0.9248575568199158
im1,-0.8371461033821106,0.9268835186958313
im2,-0.8368238806724548,0.9269249439239502
im3,-0.8368350863456726,0.9264662265777588
im4,-0.8168351054191589,0.9292657375335693
im5,-0.8307414650917053,0.9297939538955688
im6,-0.854154646396637,0.9288126826286316
im7,-0.8561260104179382,0.9270111322402954
im8,-0.858282744884491,0.928173303604126
im9,-0.8672897815704346,0.927952766418457
im10,-0.8647858500480652,0.9292331337928772
im11,-0.8424373269081116,0.9291743040084839
im12,-0.8668259382247925,0.929032564163208
im13,-0.8397830724716187,0.9267923831939697
im14,-0.8298890590667725,0.9253330230712891
im15,-0.8400664925575256,0.9252111315727234
im16,-0.8144059777259827,0.9262409210205078
im17,-0.8067507743835449,0.9233640432357788
im18,-0.8104865550994873,0.9231116771697998
im19,-0.8136722445487976,0.9255010485649109
im20,-0.8126009106636047,0.9236832857131958
im21,-0.8146994113922119,0.9230747818946838
im22,-0.8182786703109741,0.9226600527763367
im23,-0.819789469242096,0.9208654761314392
im24,-0.8249531388282776,0.9189537167549133
im25,-0.8276687264442444,0.9215145111083984
im26,-0.8272344470024109,0.9229022264480591
im27,-0.8266555070877075,0.9203308820724487
im28,-0.8227156400680542,0.9196580648422241
im29,-0.8228153586387634,0.9214192032814026
im30,-0.8214263916015625,0.9232221245765686
im31,-0.819292426109314,0.9215981960296631
im32,-0.8164395093917847,0.9222397804260254
im33,-0.8173472285270691,0.9238333106040955
im34,-0.8140438795089722,0.9215070009231567
im35,-0.80051189661026,0.9205924272537231
im36,-0.799979031085968,0.9233431816101074
im37,-0.8105620741844177,0.9243665337562561
im38,-0.7702866792678833,0.9242569804191589
im39,-0.8068049550056458,0.9248309135437012
im40,-0.7840525507926941,0.9248875975608826
im41,-0.8078552484512329,0.9259994029998779
im42,-0.7964541912078857,0.9267904162406921
im43,-0.7784745693206787,0.9290014505386353
im44,-0.7758733630180359,0.929684042930603
im45,-0.7381925582885742,0.931057870388031
im46,-0.7724149227142334,0.9314557909965515
im47,-0.754976749420166,0.9320272207260132
im48,-0.7428565621376038,0.932218074798584
